Estado;Localidade;CEP Inicial
SP;Alambari;18220000
SP;Alfredo Marcondes;19180000
SP;Altair;15430000
SP;Altinópolis;14350000
SP;Alto Alegre;16310000
SP;Alumínio;18125000
SP;Álvares Florence;15540000
SP;Álvares Machado;19160000
SP;Álvaro de Carvalho;17410000
SP;Alvinlândia;17430000
SP;Americana;13465001
SP;Americana;13465001
SP;Américo Brasiliense;14820000
SP;Américo de Campos;15550000
SP;Amparo;13900001
SP;Amparo;13900001
SP;Analândia;13550000
SP;Andradina;16900001
SP;Andradina;16900001
SP;Angatuba;18240000
SP;Anhembi;18620000
SP;Anhumas;19580000
SP;Aparecida;12570000
SP;Aparecida D'Oeste;15735000
SP;Apiaí;18320000
SP;Araçariguama;18147000
SP;Araçatuba;16000001
SP;Araçatuba;16000001
SP;Araçoiaba da Serra;18190000
SP;Aramina;14550000
SP;Arandu;18710000
SP;Arapeí;12870000
SP;Araraquara;14800001
SP;Araraquara;14800001
SP;Araras;13600001
SP;Araras;13600001
SP;Arco-Íris;17630000
SP;Arealva;17160000
SP;Areias;12820000
SP;Areiópolis;18670000
SP;Ariranha;15960000
SP;Artur Nogueira;13160000
SP;Artur Nogueira;13160001
SP;Arujá;7400001
SP;Arujá;7400001
SP;Aspásia;15763000
SP;Assis;19800001
SP;Assis;19800001
SP;Atibaia;12940001
SP;Atibaia;12940001
SP;Auriflama;15350000
SP;Avaí;16680000
SP;Avanhandava;16360000
SP;Avaré;18700001
SP;Avaré;18700001
SP;Bady Bassitt;15115000
SP;Balbinos;16640000
SP;Bálsamo;15140000
SP;Bananal;12850000
SP;Barão de Antonina;18490000
SP;Barbosa;16350000
SP;Bariri;17250000
SP;Barra Bonita;17340000
SP;Barra do Chapéu;18325000
SP;Barra do Turvo;11955000
SP;Barretos;14780001
SP;Barretos;14780001
SP;Barrinha;14860000
SP;Barueri;6400001
SP;Barueri;6400001
SP;Bastos;17690000
SP;Batatais;14300001
SP;Batatais;14300001
SP;Bauru;17000001
SP;Bauru;17000001
SP;Bebedouro;14700001
SP;Bebedouro;14700001
SP;Bento de Abreu;16790000
SP;Bernardino de Campos;18960000
SP;Bertioga;11250000
SP;Bertioga;11250001
SP;Bilac;16210000
SP;Birigüi;16200001
SP;Birigüi;16200001
SP;Biritiba-Mirim;8940000
SP;Boa Esperança do Sul;14930000
SP;Bocaina;17240000
SP;Bofete;18590000
SP;Boituva;18550000
SP;Bom Jesus dos Perdões;12955000
SP;Bom Sucesso de Itararé;18475000
SP;Borá;19740000
SP;Boracéia;17270000
SP;Borborema;14955000
SP;Borebi;18675000
SP;Botucatu;18600001
SP;Botucatu;18600001
SP;Bragança Paulista;12900001
SP;Bragança Paulista;12900001
SP;Braúna;16290000
SP;Brejo Alegre;16265000
SP;Brodowski;14340000
SP;Brotas;17380000
SP;Buri;18290000
SP;Buritama;15290000
SP;Buritizal;14570000
SP;Cabrália Paulista;17480000
SP;Cabreúva;13315000
SP;Caçapava;12280001
SP;Caçapava;12280001
SP;Cachoeira Paulista;12630000
SP;Caconde;13770000
SP;Cafelândia;16500000
SP;Caiabu;19530000
SP;Caieiras;7700001
SP;Caieiras;7700001
SP;Caiuá;19450000
SP;Cajamar;7750001
SP;Cajamar;7750001
SP;Cajati;11950000
SP;Cajobi;15410000
SP;Cajuru;14240000
SP;Campina do Monte Alegre;18245000
SP;Campinas;13000001
SP;Campinas;13000001
SP;Campo Limpo Paulista;13230001
SP;Campo Limpo Paulista;13230001
SP;Campos do Jordão;12460000
SP;Campos Novos Paulista;19960000
SP;Cananéia;11990000
SP;Canas;12615000
SP;Cândido Mota;19880000
SP;Cândido Rodrigues;15930000
SP;Canitar;18990001
SP;Canitar;18990001
SP;Capão Bonito;18300001
SP;Capão Bonito;18300001
SP;Capela do Alto;18195000
SP;Capivari;13360000
SP;Caraguatatuba;11660001
SP;Caraguatatuba;11660001
SP;Carapicuíba;6300001
SP;Carapicuíba;6300001
SP;Cardoso;15570000
SP;Casa Branca;13700000
SP;Cássia dos Coqueiros;14260000
SP;Castilho;16920000
SP;Catanduva;15800001
SP;Catanduva;15800001
SP;Catiguá;15870000
SP;Cedral;15895000
SP;Cerqueira César;18760000
SP;Cerquilho;18520000
SP;Cesário Lange;18285000
SP;Charqueada;13515000
SP;Chavantes;18970000
SP;Clementina;16250000
SP;Colina;14770000
SP;Colômbia;14795000
SP;Conchal;13835000
SP;Conchas;18570000
SP;Cordeirópolis;13490000
SP;Coroados;16260000
SP;Coronel Macedo;18745000
SP;Corumbataí;13540000
SP;Cosmópolis;13150001
SP;Cosmópolis;13150001
SP;Cosmorama;15530000
SP;Cotia;6700001
SP;Cotia;6700001
SP;Cravinhos;14140000
SP;Cristais Paulista;14460000
SP;Cruzália;19860000
SP;Cruzeiro;12700001
SP;Cruzeiro;12700001
SP;Cubatão;11500001
SP;Cubatão;11500001
SP;Cunha;12530000
SP;Descalvado;13690000
SP;Diadema;9900001
SP;Diadema;9900001
SP;Dirce Reis;15715000
SP;Divinolândia;13780000
SP;Dobrada;15980000
SP;Dois Córregos;17300000
SP;Dolcinópolis;15740000
SP;Dourado;13590000
SP;Dracena;17900000
SP;Duartina;17470000
SP;Dumont;14120000
SP;Echaporã;19830000
SP;Eldorado;11960000
SP;Elias Fausto;13350000
SP;Elisiário;15823000
SP;Embaúba;15425000
SP;Embu das Artes;6800001
SP;Embu das Artes;6800001
SP;Embu-Guaçu;6900000
SP;Emilianópolis;19350000
SP;Engenheiro Coelho;13165000
SP;Espírito Santo do Pinhal;13990000
SP;Espírito Santo do Turvo;18935001
SP;Espírito Santo do Turvo;18935001
SP;Estiva Gerbi;13857000
SP;Estrela do Norte;19230000
SP;Estrela D'Oeste;15650000
SP;Euclides da Cunha Paulista;19275000
SP;Fartura;18870000
SP;Fernando Prestes;15940000
SP;Fernandópolis;15600001
SP;Fernandópolis;15600001
SP;Fernão;17455000
SP;Ferraz de Vasconcelos;8500001
SP;Ferraz de Vasconcelos;8500001
SP;Flora Rica;17870000
SP;Floreal;15320000
SP;Flórida Paulista;17830000
SP;Florínea;19870000
SP;Franca;14400001
SP;Franca;14400001
SP;Francisco Morato;7900001
SP;Francisco Morato;7900001
SP;Franco da Rocha;7800001
SP;Franco da Rocha;7800001
SP;Gabriel Monteiro;16220000
SP;Gália;17450000
SP;Garça;17400000
SP;Gastão Vidigal;15330000
SP;Gavião Peixoto;14813000
SP;General Salgado;15300000
SP;Getulina;16450000
SP;Glicério;16270000
SP;Guaiçara;16430000
SP;Guaimbê;16480000
SP;Guaíra;14790000
SP;Guapiaçu;15110000
SP;Guapiara;18310000
SP;Guará;14580000
SP;Guaraçaí;16980000
SP;Guaraci;15420000
SP;Guarani D'Oeste;15680000
SP;Guarantã;16570000
SP;Guararapes;16700000
SP;Guararema;8900000
SP;Guaratinguetá;12500001
SP;Guaratinguetá;12500001
SP;Guareí;18250000
SP;Guariba;14840000
SP;Guarujá;11400001
SP;Guarujá;11400001
SP;Guarulhos;7000001
SP;Guarulhos;7000001
SP;Guatapará;14115000
SP;Guzolândia;15355000
SP;Herculândia;17650000
SP;Holambra;13825000
SP;Hortolândia;13183001
SP;Hortolândia;13183001
SP;Iacanga;17180000
SP;Iacri;17680000
SP;Iaras;18775000
SP;Ibaté;14815000
SP;Ibirá;15860000
SP;Ibirarema;19940000
SP;Ibitinga;14940001
SP;Ibitinga;14940001
SP;Ibiúna;18150000
SP;Icém;15460000
SP;Iepê;19640000
SP;Igaraçu do Tietê;17350000
SP;Igarapava;14540000
SP;Igaratá;12350000
SP;Iguape;11920000
SP;Ilha Comprida;11925000
SP;Ilha Solteira;15385000
SP;Ilhabela;11630000
SP;Indaiatuba;13330001
SP;Indaiatuba;13330001
SP;Indiana;19560000
SP;Indiaporã;15690000
SP;Inúbia Paulista;17760000
SP;Ipaussu;18950000
SP;Iperó;18560000
SP;Ipeúna;13537000
SP;Ipiguá;15108000
SP;Iporanga;18330000
SP;Ipuã;14610000
SP;Iracemápolis;13495000
SP;Irapuã;14990000
SP;Irapuru;17880000
SP;Itaberá;18440000
SP;Itaí;18730000
SP;Itajobi;15840000
SP;Itaju;17260000
SP;Itanhaém;11740000
SP;Itaóca;18360000
SP;Itapecerica da Serra;6850001
SP;Itapecerica da Serra;6850001
SP;Itapetininga;18200001
SP;Itapetininga;18200001
SP;Itapeva;18400001
SP;Itapeva;18400001
SP;Itapevi;6650001
SP;Itapevi;6650001
SP;Itapira;13970001
SP;Itapira;13970001
SP;Itapirapuã Paulista;18385000
SP;Itápolis;14900000
SP;Itaporanga;18480000
SP;Itapuí;17230000
SP;Itapura;15390000
SP;Itaquaquecetuba;8570001
SP;Itaquaquecetuba;8570001
SP;Itararé;18460000
SP;Itariri;11760000
SP;Itatiba;13250001
SP;Itatiba;13250001
SP;Itatinga;18690000
SP;Itirapina;13530000
SP;Itirapuã;14420000
SP;Itobi;13715000
SP;Itu;13300001
SP;Itu;13300001
SP;Itupeva;13295000
SP;Ituverava;14500000
SP;Jaborandi;14775000
SP;Jaboticabal;14870001
SP;Jaboticabal;14870001
SP;Jacareí;12300001
SP;Jacareí;12300001
SP;Jaci;15155000
SP;Jacupiranga;11940000
SP;Jaguariúna;13910001
SP;Jaguariúna;13910001
SP;Jales;15700001
SP;Jales;15700001
SP;Jambeiro;12270000
SP;Jandira;6600001
SP;Jandira;6600001
SP;Jardinópolis;14680000
SP;Jarinu;13240000
SP;Jaú;17200001
SP;Jaú;17200001
SP;Jeriquara;14450000
SP;Joanópolis;12980000
SP;João Ramalho;19680000
SP;José Bonifácio;15200000
SP;Júlio Mesquita;17550000
SP;Jumirim;18535000
SP;Jundiaí;13200001
SP;Jundiaí;13200001
SP;Junqueirópolis;17890000
SP;Juquiá;11800000
SP;Juquitiba;6950000
SP;Lagoinha;12130000
SP;Laranjal Paulista;18500000
SP;Lavínia;16850000
SP;Lavrinhas;12760000
SP;Leme;13610001
SP;Leme;13610001
SP;Lençóis Paulista;18680001
SP;Lençóis Paulista;18680001
SP;Limeira;13480001
SP;Limeira;13480001
SP;Lindóia;13950000
SP;Lins;16400001
SP;Lins;16400001
SP;Lorena;12600001
SP;Lorena;12600001
SP;Lourdes;15285000
SP;Louveira;13290000
SP;Lucélia;17780000
SP;Lucianópolis;17475000
SP;Luís Antônio;14210000
SP;Luiziânia;16340000
SP;Lupércio;17420000
SP;Lutécia;19750000
SP;Macatuba;17290000
SP;Macaubal;15270000
SP;Macedônia;15620000
SP;Mágda;15310000
SP;Mairinque;18120000
SP;Mairiporã;7600000
SP;Manduri;18780000
SP;Marabá Paulista;19430000
SP;Maracaí;19840000
SP;Marapoama;15845000
SP;Mariápolis;17810000
SP;Marília;17500001
SP;Marília;17500001
SP;Marinópolis;15730000
SP;Martinópolis;19500000
SP;Matão;15990001
SP;Matão;15990001
SP;Mauá;9300001
SP;Mauá;9300001
SP;Mendonça;15220000
SP;Meridiano;15625000
SP;Mesópolis;15748000
SP;Miguelópolis;14530000
SP;Mineiros do Tietê;17320000
SP;Mira Estrela;15580000
SP;Miracatu;11850000
SP;Mirandópolis;16800000
SP;Mirante do Paranapanema;19260000
SP;Mirassol;15130001
SP;Mirassol;15130001
SP;Mirassolândia;15145000
SP;Mococa;13730001
SP;Mococa;13730001
SP;Mogi das Cruzes;8700001
SP;Mogi das Cruzes;8700001
SP;Mogi Guaçu;13840001
SP;Mogi Guaçu;13840001
SP;Mogi Mirim;13800001
SP;Mogi Mirim;13800001
SP;Mombuca;13375000
SP;Monções;15275000
SP;Mongaguá;11730000
SP;Monte Alegre do Sul;13820000
SP;Monte Alto;15910000
SP;Monte Aprazível;15150000
SP;Monte Azul Paulista;14730000
SP;Monte Castelo;17960000
SP;Monte Mor;13190000
SP;Monteiro Lobato;12250000
SP;Morro Agudo;14640000
SP;Morungaba;13260000
SP;Motuca;14835000
SP;Murutinga do Sul;16950000
SP;Nantes;19645000
SP;Narandiba;19220000
SP;Natividade da Serra;12180000
SP;Nazaré Paulista;12960000
SP;Neves Paulista;15120000
SP;Nhandeara;15190000
SP;Nipoã;15240000
SP;Nova Aliança;15210000
SP;Nova Campina;18435000
SP;Nova Canaã Paulista;15773000
SP;Nova Castilho;15313000
SP;Nova Europa;14920000
SP;Nova Granada;15440000
SP;Nova Guataporanga;17950000
SP;Nova Independência;16940000
SP;Nova Luzitânia;15340000
SP;Nova Odessa;13380001
SP;Nova Odessa;13380001
SP;Novais;15885000
SP;Novo Horizonte;14960000
SP;Nuporanga;14670000
SP;Ocauçu;17540000
SP;Óleo;18790000
SP;Olímpia;15400000
SP;Onda Verde;15450000
SP;Oriente;17570000
SP;Orindiúva;15480000
SP;Orlândia;14620000
SP;Osasco;6000001
SP;Osasco;6000001
SP;Oscar Bressane;19770000
SP;Osvaldo Cruz;17700000
SP;Ourinhos;19900001
SP;Ourinhos;19900001
SP;Ouro Verde;17920000
SP;Ouroeste;15685000
SP;Pacaembu;17860000
SP;Palestina;15470000
SP;Palmares Paulista;15828000
SP;Palmeira D'Oeste;15720000
SP;Palmital;19970000
SP;Panorama;17980000
SP;Paraguaçu Paulista;19700000
SP;Paraibuna;12260000
SP;Paraíso;15825000
SP;Paranapanema;18720000
SP;Paranapuã;15745000
SP;Parapuã;17730000
SP;Pardinho;18640000
SP;Pariquera-Açu;11930000
SP;Parisi;15525000
SP;Patrocínio Paulista;14415000
SP;Paulicéia;17990000
SP;Paulínia;13140001
SP;Paulínia;13140001
SP;Paulistânia;17150001
SP;Paulistânia;17150001
SP;Paulo de Faria;15490000
SP;Pederneiras;17280000
SP;Pedra Bela;12990000
SP;Pedranópolis;15630000
SP;Pedregulho;14470000
SP;Pedreira;13920000
SP;Pedrinhas Paulista;19865000
SP;Pedro de Toledo;11790000
SP;Penápolis;16300001
SP;Penápolis;16300001
SP;Pereira Barreto;15370000
SP;Pereiras;18580000
SP;Peruíbe;11750000
SP;Piacatu;16230000
SP;Piedade;18170000
SP;Pilar do Sul;18185000
SP;Pindamonhangaba;12400001
SP;Pindamonhangaba;12400001
SP;Pindorama;15830000
SP;Pinhalzinho;12995000
SP;Piquerobi;19410000
SP;Piquete;12620000
SP;Piracaia;12970000
SP;Piracicaba;13400001
SP;Piracicaba;13400001
SP;Piraju;18800000
SP;Pirajuí;16600000
SP;Pirangi;15820000
SP;Pirapora do Bom Jesus;6550000
SP;Pirapozinho;19200000
SP;Pirassununga;13630001
SP;Pirassununga;13630001
SP;Piratininga;17490001
SP;Piratininga;17490001
SP;Pitangueiras;14750000
SP;Planalto;15260000
SP;Platina;19990000
SP;Poá;8550001
SP;Poá;8550001
SP;Poloni;15160000
SP;Pompéia;17580000
SP;Pongaí;16660000
SP;Pontal;14180000
SP;Pontalinda;15718000
SP;Pontes Gestal;15560000
SP;Populina;15670000
SP;Porangaba;18260000
SP;Porto Feliz;18540000
SP;Porto Ferreira;13660001
SP;Porto Ferreira;13660001
SP;Potim;12525000
SP;Potirendaba;15105000
SP;Pracinha;17790000
SP;Pradópolis;14850000
SP;Praia Grande;11700001
SP;Praia Grande;11700001
SP;Pratânia;18660000
SP;Presidente Alves;16670000
SP;Presidente Bernardes;19300000
SP;Presidente Epitácio;19470000
SP;Presidente Prudente;19000001
SP;Presidente Prudente;19000001
SP;Presidente Venceslau;19400000
SP;Promissão;16370000
SP;Quadra;18255000
SP;Quatá;19780000
SP;Queiroz;17590000
SP;Queluz;12800000
SP;Quintana;17670000
SP;Rafard;13370000
SP;Rancharia;19600000
SP;Redenção da Serra;12170000
SP;Regente Feijó;19570000
SP;Reginópolis;17190000
SP;Registro;11900000
SP;Restinga;14430000
SP;Ribeira;18380000
SP;Ribeirão Bonito;13580000
SP;Ribeirão Branco;18430000
SP;Ribeirão Corrente;14445000
SP;Ribeirão do Sul;19930000
SP;Ribeirão dos Índios;19380000
SP;Ribeirão Grande;18315000
SP;Ribeirão Pires;9400001
SP;Ribeirão Pires;9400001
SP;Ribeirão Preto;14000001
SP;Ribeirão Preto;14000001
SP;Rifaina;14490000
SP;Rincão;14830000
SP;Rinópolis;17740000
SP;Rio Claro;13500001
SP;Rio Claro;13500001
SP;Rio das Pedras;13390000
SP;Rio Grande da Serra;9450000
SP;Riolândia;15495000
SP;Riversul;18470000
SP;Rosana;19273000
SP;Roseira;12580000
SP;Rubiácea;16750000
SP;Rubinéia;15790000
SP;Sabino;16440000
SP;Sagres;17710000
SP;Sales;14980000
SP;Sales Oliveira;14660000
SP;Salesópolis;8970000
SP;Salmourão;17720000
SP;Saltinho;13440000
SP;Salto;13320001
SP;Salto;13320001
SP;Salto de Pirapora;18160000
SP;Salto Grande;19920001
SP;Salto Grande;19920001
SP;Sandovalina;19250000
SP;Santa Adélia;15950000
SP;Santa Albertina;15750000
SP;Santa Bárbara D'Oeste;13450001
SP;Santa Bárbara D'Oeste;13450001
SP;Santa Branca;12380000
SP;Santa Clara D'Oeste;15785000
SP;Santa Cruz da Conceição;13625000
SP;Santa Cruz da Esperança;14250000
SP;Santa Cruz das Palmeiras;13650000
SP;Santa Cruz do Rio Pardo;18900000
SP;Santa Ernestina;15970000
SP;Santa Fé do Sul;15775000
SP;Santa Gertrudes;13510000
SP;Santa Isabel;7500000
SP;Santa Lúcia;14825000
SP;Santa Maria da Serra;17370000
SP;Santa Mercedes;17940000
SP;Santa Rita do Passa Quatro;13670000
SP;Santa Rita D'Oeste;15780000
SP;Santa Rosa de Viterbo;14270000
SP;Santa Salete;15768000
SP;Santana da Ponte Pensa;15765000
SP;Santana de Parnaíba;6500001
SP;Santana de Parnaíba;6500001
SP;Santo Anastácio;19360000
SP;Santo André;9000001
SP;Santo André;9000001
SP;Santo Antônio da Alegria;14390000
SP;Santo Antônio de Posse;13830001
SP;Santo Antônio de Posse;13830001
SP;Santo Antônio do Aracanguá;16130000
SP;Santo Antônio do Jardim;13995000
SP;Santo Antônio do Pinhal;12450000
SP;Santo Expedito;19190000
SP;Santópolis do Aguapeí;16240000
SP;Santos;11000001
SP;Santos;11000001
SP;São Bento do Sapucaí;12490000
SP;São Bernardo do Campo;9600001
SP;São Bernardo do Campo;9600001
SP;São Caetano do Sul;9500001
SP;São Caetano do Sul;9500001
SP;São Carlos;13560001
SP;São Carlos;13560001
SP;São Francisco;15710000
SP;São João da Boa Vista;13870001
SP;São João da Boa Vista;13870001
SP;São João das Duas Pontes;15640000
SP;São João de Iracema;15315000
SP;São João do Pau d'Alho;17970000
SP;São Joaquim da Barra;14600000
SP;São José da Bela Vista;14440000
SP;São José do Barreiro;12830000
SP;São José do Rio Pardo;13720000
SP;São José do Rio Preto;15000001
SP;São José do Rio Preto;15000001
SP;São José dos Campos;12200001
SP;São José dos Campos;12200001
SP;São Lourenço da Serra;6890000
SP;São Luiz do Paraitinga;12140000
SP;São Manuel;18650000
SP;São Miguel Arcanjo;18230000
SP;São Paulo;1000001
SP;São Paulo;8000000
SP;São Paulo;1000001
SP;São Paulo;8000000
SP;São Pedro;13520000
SP;São Pedro do Turvo;18940001
SP;São Pedro do Turvo;18940001
SP;São Roque;18130001
SP;São Roque;18130001
SP;São Sebastião;11600001
SP;São Sebastião;11600001
SP;São Sebastião da Grama;13790000
SP;São Simão;14200000
SP;São Vicente;11300001
SP;São Vicente;11300001
SP;Sarapuí;18225000
SP;Sarutaiá;18840000
SP;Sebastianópolis do Sul;15180000
SP;Serra Azul;14230000
SP;Serra Negra;13930000
SP;Serrana;14150000
SP;Sertãozinho;14160001
SP;Sertãozinho;14160001
SP;Sete Barras;11910000
SP;Severínia;14735000
SP;Silveiras;12690000
SP;Socorro;13960000
SP;Sorocaba;18000001
SP;Sorocaba;18000001
SP;Sud Mennucci;15360000
SP;Sumaré;13170001
SP;Sumaré;13170001
SP;Suzanápolis;15380000
SP;Suzano;8600001
SP;Suzano;8600001
SP;Tabapuã;15880000
SP;Tabatinga;14910000
SP;Taboão da Serra;6750001
SP;Taboão da Serra;6750001
SP;Taciba;19590000
SP;Taguaí;18890000
SP;Taiaçu;14725000
SP;Taiúva;14720000
SP;Tambaú;13710000
SP;Tanabi;15170000
SP;Tapiraí;18180000
SP;Tapiratiba;13760000
SP;Taquaral;14765000
SP;Taquaritinga;15900000
SP;Taquarituba;18740000
SP;Taquarivaí;18425000
SP;Tarabai;19210000
SP;Tarumã;19820000
SP;Tatuí;18270001
SP;Tatuí;18270001
SP;Taubaté;12000001
SP;Taubaté;12000001
SP;Tejupá;18830000
SP;Teodoro Sampaio;19280000
SP;Terra Roxa;14745000
SP;Tietê;18530000
SP;Timburi;18860000
SP;Torre de Pedra;18265000
SP;Torrinha;17360000
SP;Trabiju;14935000
SP;Tremembé;12120000
SP;Três Fronteiras;15770000
SP;Tuiuti;12930000
SP;Tupã;17600001
SP;Tupã;17600001
SP;Tupi Paulista;17930000
SP;Turiúba;15280000
SP;Turmalina;15755000
SP;Ubarana;15225000
SP;Ubatuba;11680000
SP;Ubirajara;17440000
SP;Uchoa;15890000
SP;União Paulista;15250000
SP;Urânia;15760000
SP;Uru;16650000
SP;Urupês;15850000
SP;Valentim Gentil;15520000
SP;Valinhos;13270001
SP;Valinhos;13270001
SP;Valparaíso;16880000
SP;Vargem;12935000
SP;Vargem Grande do Sul;13880000
SP;Vargem Grande Paulista;6730000
SP;Várzea Paulista;13220001
SP;Várzea Paulista;13220001
SP;Vera Cruz;17560000
SP;Vinhedo;13280001
SP;Vinhedo;13280001
SP;Viradouro;14740000
SP;Vista Alegre do Alto;15920000
SP;Vitória Brasil;15713000
SP;Votorantim;18110001
SP;Votorantim;18110001
SP;Votuporanga;15500001
SP;Votuporanga;15500001
SP;Zacarias;15265000
TO;Abreulândia;77693000
TO;Aguiarnópolis;77908000
TO;Aliança do Tocantins;77455000
TO;Almas;77310000
TO;Alvorada;77480000
TO;Ananás;77890000
TO;Angico;77905000
TO;Aparecida do Rio Negro;77620000
TO;Aragominas;77845000
TO;Araguacema;77690000
TO;Araguaçu;77475000
TO;Araguaína;77800001
TO;Araguaína;77800001
TO;Araguanã;77855000
TO;Araguatins;77950000
TO;Arapoema;77780000
TO;Arraias;77330000
TO;Augustinópolis;77960000
TO;Aurora do Tocantins;77325000
TO;Axixá do Tocantins;77930000
TO;Babaçulândia;77870000
TO;Bandeirantes do Tocantins;77783000
TO;Barra do Ouro;77765000
TO;Barrolândia;77665000
TO;Bernardo Sayão;77755000
TO;Bom Jesus do Tocantins;77714000
TO;Brasilândia do Tocantins;77735000
TO;Brejinho de Nazaré;77560000
TO;Buriti do Tocantins;77995000
TO;Cachoeirinha;77915000
TO;Campos Lindos;77777000
TO;Cariri do Tocantins;77453000
TO;Carmolândia;77840000
TO;Carrasco Bonito;77985000
TO;Caseara;77680000
TO;Centenário;77723000
TO;Chapada da Natividade;77378000
TO;Chapada de Areia;77575000
TO;Colinas do Tocantins;77760000
TO;Colméia;77725000
TO;Combinado;77350000
TO;Conceição do Tocantins;77305000
TO;Couto de Magalhães;77750000
TO;Cristalândia;77490000
TO;Crixás do Tocantins;77463000
TO;Darcinópolis;77910000
TO;Dianópolis;77300000
TO;Divinópolis do Tocantins;77670000
TO;Dois Irmãos do Tocantins;77685000
TO;Duerê;77485000
TO;Esperantina;77993000
TO;Fátima;77555000
TO;Figueirópolis;77465000
TO;Filadélfia;77795000
TO;Formoso do Araguaia;77470000
TO;Fortaleza do Tabocão;77708000
TO;Goianorte;77695000
TO;Goiatins;77770000
TO;Guaraí;77700000
TO;Gurupi;77400001
TO;Gurupi;77400001
TO;Ipueiras;77553000
TO;Itacajá;77720000
TO;Itaguatins;77920000
TO;Itapiratins;77718000
TO;Itaporã do Tocantins;77740000
TO;Jaú do Tocantins;77450000
TO;Juarina;77753000
TO;Lagoa da Confusão;77493000
TO;Lagoa do Tocantins;77613000
TO;Lajeado;77645000
TO;Lavandeira;77328000
TO;Lizarda;77630000
TO;Luzinópolis;77903000
TO;Marianópolis do Tocantins;77675000
TO;Mateiros;77593000
TO;Maurilândia do Tocantins;77918000
TO;Miracema do Tocantins;77650000
TO;Miranorte;77660000
TO;Monte do Carmo;77585000
TO;Monte Santo do Tocantins;77673000
TO;Muricilândia;77850000
TO;Natividade;77370000
TO;Nazaré;77895000
TO;Nova Olinda;77790000
TO;Nova Rosalândia;77495000
TO;Novo Acordo;77610000
TO;Novo Alegre;77353000
TO;Novo Jardim;77318000
TO;Oliveira de Fátima;77558000
TO;Palmas;77000001
TO;Palmas;77000001
TO;Palmeirante;77798000
TO;Palmeiras do Tocantins;77913000
TO;Palmeirópolis;77365000
TO;Paraíso do Tocantins;77600000
TO;Paranã;77360000
TO;Pau D'Arco;77785000
TO;Pedro Afonso;77710000
TO;Peixe;77460000
TO;Pequizeiro;77730000
TO;Pindorama do Tocantins;77380000
TO;Piraquê;77888000
TO;Pium;77570000
TO;Ponte Alta do Bom Jesus;77315000
TO;Ponte Alta do Tocantins;77590000
TO;Porto Alegre do Tocantins;77395000
TO;Porto Nacional;77500000
TO;Praia Norte;77970000
TO;Presidente Kennedy;77745000
TO;Pugmil;77603000
TO;Recursolândia;77733000
TO;Riachinho;77893000
TO;Rio da Conceição;77303000
TO;Rio dos Bois;77655000
TO;Rio Sono;77635000
TO;Sampaio;77980000
TO;Sandolândia;77478000
TO;Santa Fé do Araguaia;77848000
TO;Santa Maria do Tocantins;77716000
TO;Santa Rita do Tocantins;77565000
TO;Santa Rosa do Tocantins;77375000
TO;Santa Tereza do Tocantins;77615000
TO;Santa Terezinha do Tocantins;77885000
TO;São Bento do Tocantins;77958000
TO;São Félix do Tocantins;77605000
TO;São Miguel do Tocantins;77925000
TO;São Salvador do Tocantins;77368000
TO;São Sebastião do Tocantins;77990000
TO;São Valério da Natividade;77390000
TO;Silvanópolis;77580000
TO;Sítio Novo do Tocantins;77940000
TO;Sucupira;77458000
TO;Taguatinga;77320000
TO;Taipas do Tocantins;77308000
TO;Talismã;77483000
TO;Tocantínia;77640000
TO;Tocantinópolis;77900000
TO;Tupirama;77704000
TO;Tupiratins;77743000
TO;Wanderlândia;77860000
TO;Xambioá;77880000
